"This colour naming dataset was collected @colornaming.net and published in Mylonas, D., & MacDonald, L. (2016). Augmenting basic colour terms in English. Color Research & Application, 41(1), 32�42. https://doi.org/10.1002/col.21944",,,,
It is licenced under CC BY-NC (Attribution-NonCommercial): https://creativecommons.org/licenses/by-nc/4.0/deed.en,,,,
Author: Dimitris Mylonas: dimitris.mylonas@nulondon.ac.uk,,,,
,,,,
sample_id,colour_name,R,G,B
128,sand,201,206,147
165,green,45,81,26
276,light brown,133,87,0
296,Dark pink,212,125,110
300,orange,199,135,65
340,greenish,200,210,92
351,sky blue,67,222,227
375,purple,93,52,129
375,violet,93,52,129
402,pink,191,88,121
442,grass green,181,249,111
551,purple,178,120,244
557,light pink,255,83,147
40,plum,130,119,131
60,white,235,226,234
60,white,235,226,234
127,light green,212,203,145
199,teal,59,131,159
213,light orange,221,163,119
276,brown,133,87,0
297,peach,211,126,98
329,light pink,189,130,175
370,crimson,139,29,30
394,lilac,102,118,190
410,Orange,235,159,65
465,purple,131,71,156
553,pink,213,107,217
569,VIOLET,174,79,212
1,black,0,0,0
118,grey,154,144,172
122,Peach,235,191,191
193,green,53,137,110
209,peach,223,158,159
214,peach,217,165,112
227,Sky blue,98,188,201
244,yellow,200,242,158
453,violet,83,9,103
507,violet,133,0,124
509,pink,219,64,92
509,rose,219,64,92
537,purple,106,73,193
548,peach,255,88,64
25,greyish-green,64,75,60
73,Emerald green,0,56,59
75,forest green,5,53,72
101,old pink,127,85,96
201,blue,97,124,164
202,greyish blue,111,120,164
212,light pink,225,160,128
263,purple,77,28,82
285,blue,99,88,148
285,purplish blue,99,88,148
305,ochre,157,153,30
319,turquoise,0,163,193
364,dark blue,40,7,78
388,dark orange,183,102,25
399,Lilac,171,96,156
406,salmon,255,144,124
470,pink,173,47,99
536,bright blue,64,84,202
27,VERY DARK GREEN,53,76,77
43,TAN,191,172,154
92,forest green,49,106,97
102,pinkish brown,181,138,139
188,olive-green,120,128,48
201,steel blue,97,124,164
252,dark purple,95,16,53
272,burnt orange,155,72,50
285,purple,99,88,148
301,orange,191,139,54
350,GREEN,70,223,218
419,lime green,104,196,96
434,Dull-pink,236,147,196
567,lilac,128,98,235
594,darker-lilac,119,43,234
106,tan,169,146,100
132,pistachio,152,214,198
152,dark purple brown,56,7,45
171,prussian blue,42,73,115
227,sky blue,98,188,201
233,pale purple,182,168,211
245,pale green,167,247,188
253,maroon,97,14,46
253,rust,97,14,46
289,lilac,135,76,125
351,robins egg blue,67,222,227
435,pink,243,145,181
458,red,178,47,57
516,lavender,148,99,202
567,periwinkle,128,98,235
585,fuchsia,255,63,196
589,light purple,167,71,244
57,verylight blue,203,236,233
75,dark blue,5,53,72
89,foliage,79,104,64
149,dark violet,46,14,55
150,dark violet,48,12,53
158,brown,109,59,24
226,turquoise,95,190,187
331,dirty pink,202,126,154
345,green turquoise,108,223,171
345,green-turquoise,108,223,171
387,dirty orange,191,96,42
402,pinky red,191,88,121
517,violet,162,93,193
523,Orange,255,147,0
588,bright violet,134,86,255
592,noisy pink,222,0,197
16,black,16,31,26
61,pink,241,225,228
70,dark-green,21,56,38
105,ochre,178,142,109
112,bluegreen,100,160,147
141,PINK,231,192,199
191,green,69,136,95
247,light green blue,150,248,209
333,orange peach,255,185,122
333,peach,255,185,122
353,light blue,81,218,249
363,reflex blue,24,14,84
419,light green,104,196,96
438,yellow,250,232,76
574,magenta,234,17,124
8,grey,175,175,175
63,brown,78,37,38
77,low saturated blue,44,47,76
80,grey near to black,70,39,60
119,low saturated rose,165,141,165
123,light rose,238,191,181
261,violet,66,34,91
282,blue,29,101,151
294,Low saturated orange,210,124,128
317,cyan,0,166,177
394,light violet,102,118,190
429,light violet,172,166,245
432,light magenta,218,153,218
542,magenta,178,21,136
7,grey,148,149,148
95,green blue,59,102,121
129,light green,183,211,159
247,light green,150,248,209
256,brown,98,18,18
327,light violet,170,135,191
376,Dark violet,103,48,123
380,cherry,131,29,88
385,brick-red,197,89,74
409,orange,242,154,79
425,LIGHT BLUE,54,187,244
428,light-blue,151,171,249
465,violet,131,71,156
468,violet,161,55,126
481,Blue,0,156,234
500,light purple,255,172,255
500,light violet,255,172,255
117,grey,142,147,175
142,aubergine,62,2,32
142,mauve,62,2,32
171,BLUE,42,73,115
252,purple,95,16,53
276,mustard,133,87,0
354,BRIGHT BLUE,97,216,255
355,LIGHT BLUE,117,213,255
443,pale green,152,253,137
467,lilac,152,60,138
505,purple,114,29,140
530,light green,112,255,99
590,light pink,186,58,231
38,blue,106,125,134
59,white,226,229,239
97,blue,91,95,125
159,brown,105,62,17
178,plum,114,51,74
221,green,122,190,143
262,navy,72,31,86
299,orange,204,132,75
306,green,145,156,37
309,green,93,165,88
356,periwinkle,199,194,255
415,yellow,186,180,0
428,blue,151,171,249
502,blue,49,58,163
508,pink,217,64,107
528,pink,255,131,206
41,Purple,137,118,122
50,GREY,182,172,182
79,Purple,64,40,67
89,Green,79,104,64
104,brown,182,139,119
112,light blue,100,160,147
125,grey,232,195,159
184,brown,162,112,62
284,blue,82,93,151
301,yellow,191,139,54
310,green,69,167,109
310,green,69,167,109
394,blue,102,118,190
452,purple,75,18,108
4,Dark grey,72,72,72
45,recycled paper,165,180,154
59,white,226,229,239
76,Azure-grey,25,51,75
113,dark cyan,98,159,158
146,black,0,28,66
181,light tan,171,105,95
312,pale green,36,168,131
377,violet,111,43,117
458,Brick,178,47,57
493,yellow,250,194,14
506,violet,124,16,133
522,pink,213,65,122
545,deep pink,255,81,128
550,ice blue,149,129,255
584,pink,244,76,218
599,magenta,199,9,250
599,violet,199,9,250
600,violet,127,0,255
30,blackberry,82,67,83
124,flesh,238,192,169
174,purple,91,60,104
197,turquoise,33,134,150
218,greeny yellow,173,181,97
234,grey,190,166,207
285,mauve,99,88,148
343,light green,146,220,136
377,purple,111,43,117
382,fuchsia,194,88,110
495,yellowgreen,179,217,3
503,blue,83,48,156
522,dark pink,213,65,122
536,blue,64,84,202
538,light purple,129,63,183
538,Purple,129,63,183
543,fuchsia,187,0,118
587,bluepurple,99,0,194
92,Greyish bluegreen,49,106,97
137,bluish grey,193,201,228
175,bluish purple,97,57,100
179,dirty-pink,170,104,108
214,orange beige,217,165,112
226,Cyan,95,190,187
263,purple,77,28,82
273,greyish pink,151,76,38
286,purplish-blue,111,85,143
334,orange beige,255,188,113
345,bluish green,108,223,171
442,lime-green,181,249,111
454,purple,90,0,97
493,yellow,250,194,14
511,dark pink,219,68,53
511,Pinkish red,219,68,53
512,Reddish orange,214,76,18
15,very dark green,22,31,20
115,bluegrey,114,155,172
152,dark purple,56,7,45
156,brown,117,52,47
168,dark green,0,84,63
169,dark blue,0,79,110
196,Dark turquoise,28,136,136
230,light bluegrey,138,179,215
258,dark blue,0,49,103
268,dark pastel pink,154,69,88
350,light turquoise,70,223,218
394,Dark pastel blue,102,118,190
474,terracotta,238,109,88
520,medium dark pink,199,74,156
559,dark blue,51,48,186
588,lilac,134,86,255
11,white,255,255,255
32,Brown,140,117,114
47,blue,151,181,179
56,green,204,237,221
128,yellow,201,206,147
150,Purple,48,12,53
178,maroon,114,51,74
225,aqua,97,191,180
231,blue,149,177,216
406,orange,255,144,124
430,violet,189,161,237
440,yellow,227,239,79
521,pink,209,68,136
563,Red,242,0,86
563,red,242,0,86
564,red,243,7,60
30,dark pale purplish blue,82,67,83
33,PALE LIGHT BROWN,138,119,104
95,washed out royal blue,59,102,121
140,Unsaturated-rose,225,193,208
244,pale light greenish yellow,200,242,158
244,pale light olive green,200,242,158
272,deer brown,155,72,50
285,palelight blue,99,88,148
323,light sky blue,112,150,204
338,brownish yellow,219,204,86
384,brick red,197,88,87
445,light greenish cyan,90,255,189
484,pale light purplish sky  blue,148,137,228
543,magenta,187,0,118
545,light reddish magenta,255,81,128
30,AUBERGINE,82,67,83
113,teal,98,159,158
189,evergreen,110,131,56
201,blue,97,124,164
236,lilac,212,160,187
272,terracotta,155,72,50
313,torques,15,168,139
315,bluegreen,0,168,158
385,SALMON,197,89,74
439,yellow,241,235,75
442,yellowgreen,181,249,111
486,purple,181,126,212
518,aubergine,177,86,182
536,navy blue,64,84,202
553,Dark pink,213,107,217
5,Dark grey,97,97,97
67,mossy green,57,49,2
75,navy,5,53,72
143,cherry red,63,1,27
210,BAY PINK,225,158,153
307,slime,132,159,50
311,turquoise,50,168,123
326,groovy chick bed linen,160,138,197
344,cool turquoise,124,222,155
367,magenta,138,23,66
447,BRIGHT TURQUOISE,53,255,212
516,funky purple,148,99,202
516,lilac,148,99,202
528,barbie pink,255,131,206
574,crise pink,234,17,124
5,dark-grey,97,97,97
82,purely brown,130,85,88
83,oxblood,131,85,79
146,navy blue,0,28,66
148,deep purple,41,16,58
152,dark purple,56,7,45
159,brown,105,62,17
170,teal,24,75,114
188,light khaki,120,128,48
217,wheat,189,177,93
321,sky blue,71,157,201
322,light blue,94,154,203
330,baby pink,195,128,166
330,candy pink,195,128,166
380,berry,131,29,88
415,light mustard,186,180,0
495,lime-green,179,217,3
560,purple,91,32,175
7,windows vista grey,148,149,148
104,coffee mocha,182,139,119
130,sicky light green,165,213,177
212,Salmon pink (fish),225,160,128
312,greeeeeeeeeeeeeny,36,168,131
314,green,0,168,147
322,blue,94,154,203
328,groovy chick purple,181,132,183
331,Gone off purple,202,126,154
408,orangey,249,150,94
450,blue,36,36,122
450,dark mystical blue,36,36,122
519,purple,189,80,170
557,funky bright pink,255,83,147
565,red,239,31,29
572,fuchsia,217,44,165
105,tan,178,142,109
116,boring,127,151,174
191,green,69,136,95
233,light,182,168,211
233,violet,182,168,211
241,sweet yellow,244,231,139
256,dark brown,98,18,18
269,goji berry,156,69,80
273,old leather,151,76,38
331,candy floss pink,202,126,154
357,primrose,212,191,255
391,green grass,42,141,47
437,sun yellow,255,228,80
444,luminous green,119,255,166
467,light berry purple,152,60,138
487,pink,197,121,200
512,ORANGEY RED,214,76,18
560,Purple berry,91,32,175
11,warm white,255,255,255
33,muddy brown,138,119,104
40,purplish grey,130,119,131
93,dark-turquoise,46,106,107
110,greyish-green,114,159,127
128,eggshell,201,206,147
130,pale green,165,213,177
190,moss green,96,133,69
222,tiffany green,113,191,153
275,BROWN,140,84,14
344,light-green,124,222,155
396,light purple,139,108,181
410,orange,235,159,65
438,bright yellow,250,232,76
504,purple,103,38,147
582,light magenta,207,100,254
10,white,229,229,229
29,slate grey,69,71,88
58,bluish white,213,232,239
105,brown,178,142,109
160,Brown,95,67,0
176,purple,107,54,88
216,beige,196,174,94
230,baby blue,138,179,215
295,salmon pink,211,124,120
365,purple,50,0,73
409,orange,242,154,79
425,baby blue,54,187,244
437,yellow,255,228,80
576,blue,47,0,160
38,dark-turquoise,106,125,134
56,pale,204,237,221
110,green,114,159,127
174,VIOLET,91,60,104
203,greyish purple,131,115,159
224,turquoise,100,191,172
246,pale green,156,248,201
296,terracotta,212,125,110
315,teal,0,168,158
326,LILAC,160,138,197
343,green,146,220,136
367,maroon,138,23,66
370,burgundy,139,29,30
406,orange,255,144,124
406,terracotta,255,144,124
516,purple,148,99,202
541,pinky purple,167,36,151
48,Blue,159,178,185
72,black,3,56,51
102,light mauve,181,138,139
148,black,41,16,58
156,rust,117,52,47
174,medium purple,91,60,104
297,light orange,211,126,98
343,Bright light green,146,220,136
390,GREEN,74,138,11
434,pink,236,147,196
434,pink,236,147,196
516,light purple,148,99,202
540,fuchsia,157,45,164
51,Grecian white,188,171,174
51,mauve,188,171,174
66,earth brown,65,46,7
127,primrose yellow,212,203,145
169,grey blue,0,79,110
224,SEA GREEN,100,191,172
229,grey blue,114,185,211
236,light pink,212,160,187
265,royal purple,87,22,71
278,grass-green,57,109,20
303,greeny yellow,174,147,35
349,light turquoise,76,223,207
351,sea blue,67,222,227
430,lilac,189,161,237
467,purple,152,60,138
490,rose,226,110,158
572,cerise-pink,217,44,165
576,Purple,47,0,160
35,OLIVE,114,126,106
80,purple,70,39,60
87,brown,106,97,47
186,BROWN,143,121,43
220,green,149,187,116
270,Dark-red,157,69,70
307,green,132,159,50
312,green,36,168,131
406,orange,255,144,124
425,blue,54,187,244
481,blue,0,156,234
494,yellow,236,200,0
503,purple,83,48,156
526,pink,234,140,237
571,rose,205,57,183
54,cream,235,230,196
60,white,235,226,234
65,dark brown,71,42,17
124,PURPLE,238,192,169
218,cyan,173,181,97
228,sky blue,104,187,207
279,dark green,34,111,41
308,dark-green,112,163,70
356,light blue,199,194,255
418,green,129,193,70
477,orange,221,124,21
572,pink,217,44,165
600,bluish,127,0,255
97,Dusky blue,91,95,125
126,peach,223,199,149
174,deep purple,91,60,104
225,TEAL,97,191,180
308,green,112,163,70
330,puce,195,128,166
337,peach,228,201,89
345,sea green,108,223,171
432,lilac,218,153,218
449,cyan,0,255,235
516,purple,148,99,202
526,lilac,234,140,237
546,pink fiftys,255,81,111
571,cmyk purple,205,57,183
571,fuchsia,205,57,183
573,pink,229,28,142
34,greenish grey,128,123,98
57,pastel green,203,236,233
85,pony,125,89,58
144,DARK BROWNISH GREEN,64,1,21
246,mint,156,248,201
286,PERIWINKLE,111,85,143
293,pink,208,125,137
316,turquoise,0,167,167
320,bluebonnet,47,160,198
327,lilac,170,135,191
429,light purple,172,166,245
476,Bright orange,229,118,46
536,blue,64,84,202
548,blinding red,255,88,64
15,black,22,31,20
22,maroon,91,66,63
25,olive,64,75,60
66,brown,65,46,7
69,olive,34,54,26
92,dark green,49,106,97
105,peach,178,142,109
105,salmon,178,142,109
124,light-peach,238,192,169
183,dark orange,166,110,70
217,DARK YELLOW,189,177,93
267,BURGUNDY,93,18,59
313,turquoise,15,168,139
347,turquoise,93,223,189
387,bright orange,191,96,42
564,red,243,7,60
575,pink,252,124,255
582,fuchsia,207,100,254
593,blue,62,64,250
13,dark brown,42,24,12
21,very dark purple,43,22,33
70,Dark green,21,56,38
175,purple,97,57,100
192,bluish green,59,137,104
271,brick,157,70,61
306,greenish yellow,145,156,37
309,green,93,165,88
385,salmon,197,89,74
395,purple,124,112,186
395,purple,124,112,186
414,Yellow,195,177,1
456,dark pink,176,45,86
459,red,177,50,43
471,Pink,234,107,132
559,blue,51,48,186
585,magenta,255,63,196
39,grey,119,122,136
111,light green,105,160,138
117,grey,142,147,175
185,Brown,150,118,48
333,beige,255,185,122
375,Purple,93,52,129
414,dark yellow,195,177,1
464,purple,120,76,164
478,sand orange,211,130,0
481,blue,0,156,234
489,pink,217,113,175
503,purple,83,48,156
523,orange,255,147,0
541,purple,167,36,151
541,purple,167,36,151
565,red,239,31,29
49,Grey,172,174,186
73,dark green,0,56,59
131,very light green,157,214,189
160,brown,95,67,0
234,Lilac,190,166,207
280,bottle green,0,113,63
322,light blue,94,154,203
372,blue,0,73,141
388,terracotta,183,102,25
420,light green,68,198,122
485,bright lilac,168,131,220
499,bright-green,0,231,160
507,magenta,133,0,124
507,purple,133,0,124
529,yellowish green,161,254,46
3,Ark grey,49,49,49
45,PALE KHAKI,165,180,154
194,hospital green,42,137,122
196,TEAL,28,136,136
240,ochre,250,229,141
266,maroon,90,19,65
313,hospital green,15,168,139
453,dark-purple,83,9,103
453,purple-dark,83,9,103
460,red,174,56,17
495,lime green,179,217,3
501,navy blue,31,0,101
547,Coral red,255,84,91
596,magenta,246,53,254
599,violet,199,9,250
81,burgundy,74,37,54
137,grey,193,201,228
137,mauve,193,201,228
152,burgundy-deep,56,7,45
207,red violet,163,105,127
218,lime,173,181,97
227,aqua,98,188,201
228,aqua,104,187,207
229,baby blue,114,185,211
278,green,57,109,20
284,periwinkle,82,93,151
321,bluegreen,71,157,201
329,pink,189,130,175
379,red violet,125,33,99
507,red blue,133,0,124
551,red violet,178,120,244
566,mid blue,77,109,247
